"messageId","deviceId","temperature","humidity","enqueuedTimeUtc"
"20","Raspberry Pi Web Client","25.58847713538994","60.079017078585146","2020-06-27T11:50:11.586Z"
"21","Raspberry Pi Web Client","27.31526919897898","64.11700243850038","2020-06-27T11:50:12.583Z"
"22","Raspberry Pi Web Client","28.63322815019572","72.10156070864323","2020-06-27T11:50:13.596Z"
"23","Raspberry Pi Web Client","20.557321063975976","66.5761361227036","2020-06-27T11:50:14.592Z"
"24","Raspberry Pi Web Client","30.296683873042156","71.35171529565463","2020-06-27T11:50:15.597Z"
"25","Raspberry Pi Web Client","20.5653610954806","77.6092731656518","2020-06-27T11:50:16.595Z"
"26","Raspberry Pi Web Client","24.569726764031227","67.21200994452902","2020-06-27T11:50:17.587Z"
"27","Raspberry Pi Web Client","20.52155405796499","78.3862924695438","2020-06-27T11:50:18.585Z"
"28","Raspberry Pi Web Client","29.415340213834916","76.72446227851977","2020-06-27T11:50:19.583Z"
"29","Raspberry Pi Web Client","31.043372315727225","75.63300335406907","2020-06-27T11:50:20.583Z"
"30","Raspberry Pi Web Client","24.252309146908104","77.59400757417689","2020-06-27T11:50:21.591Z"
"31","Raspberry Pi Web Client","31.97357049392665","69.2307090082252","2020-06-27T11:50:22.587Z"
"32","Raspberry Pi Web Client","23.876707179816776","68.65978157092053","2020-06-27T11:50:23.583Z"
"33","Raspberry Pi Web Client","22.29422575391282","61.29664529765026","2020-06-27T11:50:24.593Z"
"34","Raspberry Pi Web Client","22.994292532278514","79.54898084044963","2020-06-27T11:50:25.592Z"
"35","Raspberry Pi Web Client","25.030862695870383","65.6671770786103","2020-06-27T11:50:26.588Z"
"36","Raspberry Pi Web Client","22.62947173235306","79.90311922405137","2020-06-27T11:50:27.588Z"
"37","Raspberry Pi Web Client","25.058327215628854","63.510109940889365","2020-06-27T11:50:28.591Z"
"38","Raspberry Pi Web Client","31.060981032764612","78.84200088655741","2020-06-27T11:50:29.592Z"
"39","Raspberry Pi Web Client","21.129253342762624","79.38712898979152","2020-06-27T11:50:30.586Z"
"40","Raspberry Pi Web Client","24.380964020365504","79.35440270420285","2020-06-27T11:50:31.583Z"
"41","Raspberry Pi Web Client","31.508550754444098","62.23014109711082","2020-06-27T11:50:32.590Z"
"42","Raspberry Pi Web Client","29.729271083644356","71.5530964781104","2020-06-27T11:50:33.591Z"
"43","Raspberry Pi Web Client","20.06224134443947","60.33919855025414","2020-06-27T11:50:34.583Z"
"44","Raspberry Pi Web Client","30.233681965627117","78.19786518740788","2020-06-27T11:50:35.588Z"
"45","Raspberry Pi Web Client","27.23146553910724","61.93330345712177","2020-06-27T11:50:36.595Z"
"46","Raspberry Pi Web Client","29.353855489045326","79.3972731629057","2020-06-27T11:50:37.586Z"
"47","Raspberry Pi Web Client","21.13140913765447","64.6147049638258","2020-06-27T11:50:38.583Z"
"48","Raspberry Pi Web Client","27.324036178209262","61.67611705037551","2020-06-27T11:50:39.583Z"
"49","Raspberry Pi Web Client","124.160323333465723","71.02629740339295","2020-06-27T11:50:40.582Z"
"50","Raspberry Pi Web Client","30.23915473308911","66.70227566560632","2020-06-27T11:50:41.588Z"
"51","Raspberry Pi Web Client","22.310768049474632","65.56626529409698","2020-06-27T11:50:42.597Z"
"52","Raspberry Pi Web Client","21.781444838495002","63.03506689444543","2020-06-27T11:50:43.582Z"
"53","Raspberry Pi Web Client","27.041239531828538","76.10746585470646","2020-06-27T11:50:44.596Z"
"54","Raspberry Pi Web Client","29.63936557142856","69.72117274581703","2020-06-27T11:50:45.586Z"
"55","Raspberry Pi Web Client","28.578897570371417","71.79752345860342","2020-06-27T11:50:46.595Z"
"56","Raspberry Pi Web Client","22.933926092577117","67.63540039850714","2020-06-27T11:50:47.584Z"
"57","Raspberry Pi Web Client","28.520695210500087","62.521483703966304","2020-06-27T11:50:48.583Z"
"58","Raspberry Pi Web Client","24.826753450101435","69.23926921156615","2020-06-27T11:50:49.588Z"
"59","Raspberry Pi Web Client","20.218950463015254","69.06046020027173","2020-06-27T11:50:50.586Z"
"60","Raspberry Pi Web Client","29.74817810963498","73.67318321927786","2020-06-27T11:50:51.583Z"
"61","Raspberry Pi Web Client","29.774244097055956","77.31160321013559","2020-06-27T11:50:52.589Z"
"62","Raspberry Pi Web Client","27.69778588248333","61.358343573928956","2020-06-27T11:50:53.584Z"
"63","Raspberry Pi Web Client","26.907762134875856","66.74919604086651","2020-06-27T11:50:54.584Z"
"64","Raspberry Pi Web Client","20.605290536469248","66.25495618865214","2020-06-27T11:50:55.583Z"
"65","Raspberry Pi Web Client","27.084652027095995","78.83825840573212","2020-06-27T11:50:56.591Z"
"66","Raspberry Pi Web Client","22.487207438650312","78.25663592833673","2020-06-27T11:50:57.587Z"
"67","Raspberry Pi Web Client","27.792358079177294","63.21065154409616","2020-06-27T11:50:58.595Z"
"68","Raspberry Pi Web Client","21.10558114835608","74.97805039872819","2020-06-27T11:50:59.590Z"
"69","Raspberry Pi Web Client","28.81674189469967","78.27649141576057","2020-06-27T11:51:00.594Z"
"70","Raspberry Pi Web Client","26.386931060719853","78.58640773615197","2020-06-27T11:51:01.590Z"
"71","Raspberry Pi Web Client","29.977164046411538","71.44111232842165","2020-06-27T11:51:02.585Z"
"72","Raspberry Pi Web Client","30.446519895316456","64.66777112061466","2020-06-27T11:51:03.595Z"
"73","Raspberry Pi Web Client","29.6295949358205","72.60253988763057","2020-06-27T11:51:04.584Z"
"74","Raspberry Pi Web Client","20.7816814215969","74.54490170117899","2020-06-27T11:51:05.590Z"
"75","Raspberry Pi Web Client","30.881853786709577","65.16928640129196","2020-06-27T11:51:06.588Z"
"76","Raspberry Pi Web Client","24.23859539311613","67.25587116225941","2020-06-27T11:51:07.594Z"
"77","Raspberry Pi Web Client","24.12301820338177","62.91921114621408","2020-06-27T11:51:08.587Z"
"78","Raspberry Pi Web Client","28.34501248718508","65.96711609386148","2020-06-27T11:51:09.583Z"
"79","Raspberry Pi Web Client","20.619529361620163","79.06878666715215","2020-06-27T11:51:10.583Z"
"80","Raspberry Pi Web Client","30.327755347802054","72.73217696900258","2020-06-27T11:51:11.592Z"
"81","Raspberry Pi Web Client","26.832794713063258","71.98148377870002","2020-06-27T11:51:12.587Z"
"82","Raspberry Pi Web Client","27.696817033003022","76.7515453250943","2020-06-27T11:51:13.597Z"
"83","Raspberry Pi Web Client","25.557544273978095","68.27295236355357","2020-06-27T11:51:14.585Z"
"84","Raspberry Pi Web Client","27.84213484757219","79.36801681223139","2020-06-27T11:51:15.583Z"
"85","Raspberry Pi Web Client","29.92448573781263","77.33550180789113","2020-06-27T11:51:16.593Z"
"86","Raspberry Pi Web Client","26.449840962167187","78.9553922606263","2020-06-27T11:51:17.586Z"
"87","Raspberry Pi Web Client","26.13759754077728","62.17471672595685","2020-06-27T11:51:18.596Z"
"88","Raspberry Pi Web Client","22.503917744201868","73.81027927034782","2020-06-27T11:51:19.584Z"
"89","Raspberry Pi Web Client","30.188694674455885","79.74602104654173","2020-06-27T11:51:20.597Z"
"90","Raspberry Pi Web Client","21.613849081818486","77.01186511390773","2020-06-27T11:51:21.588Z"
"91","Raspberry Pi Web Client","27.00393976135388","75.0832601891658","2020-06-27T11:51:22.582Z"
"92","Raspberry Pi Web Client","27.499379346654674","63.08346219036903","2020-06-27T11:51:23.590Z"
"93","Raspberry Pi Web Client","24.90167710278361","75.64882586454617","2020-06-27T11:51:24.588Z"
"94","Raspberry Pi Web Client","28.222438651194775","74.47236368387384","2020-06-27T11:51:25.587Z"
"95","Raspberry Pi Web Client","30.427639082361214","76.81638571792692","2020-06-27T11:51:26.588Z"
"96","Raspberry Pi Web Client","26.512778250381935","79.62775668406232","2020-06-27T11:51:27.594Z"
"97","Raspberry Pi Web Client","20.634557191464935","69.85408579634516","2020-06-27T11:51:28.583Z"
"98","Raspberry Pi Web Client","27.172844112830898","75.75171652022662","2020-06-27T11:51:29.584Z"
"99","Raspberry Pi Web Client","25.233061040981983","66.44259770274516","2020-06-27T11:51:30.587Z"
"100","Raspberry Pi Web Client","27.299155550610614","61.44179535797115","2020-06-27T11:51:31.586Z"
"101","Raspberry Pi Web Client","27.820754680302716","71.72153772404344","2020-06-27T11:51:32.598Z"
"102","Raspberry Pi Web Client","20.33041356084561","61.6091879036344","2020-06-27T11:51:33.592Z"
"103","Raspberry Pi Web Client","25.12180591201728","77.34380271997446","2020-06-27T11:51:34.588Z"
"104","Raspberry Pi Web Client","20.90273563380108","72.56937396441938","2020-06-27T11:51:35.586Z"
"105","Raspberry Pi Web Client","27.089420852035474","64.56740086793181","2020-06-27T11:51:36.583Z"
"106","Raspberry Pi Web Client","27.894981060452224","66.50423213125453","2020-06-27T11:51:37.589Z"
"107","Raspberry Pi Web Client","20.561342701416326","60.619903932990155","2020-06-27T11:51:38.597Z"
"108","Raspberry Pi Web Client","24.71559760614273","73.56566917351095","2020-06-27T11:51:39.588Z"
"109","Raspberry Pi Web Client","28.936706941692456","61.07274370376173","2020-06-27T11:51:40.586Z"
"110","Raspberry Pi Web Client","22.619101156923723","67.61174444330204","2020-06-27T11:51:41.586Z"
"111","Raspberry Pi Web Client","25.732242229398686","71.78220800247688","2020-06-27T11:51:42.595Z"
"112","Raspberry Pi Web Client","30.88727737758561","69.06561226151433","2020-06-27T11:51:43.591Z"
"113","Raspberry Pi Web Client","28.405899963125982","64.87204957251882","2020-06-27T11:51:44.593Z"
"114","Raspberry Pi Web Client","24.16584804106988","67.7121317885609","2020-06-27T11:51:45.584Z"
"115","Raspberry Pi Web Client","25.124474113871493","63.46533839829994","2020-06-27T11:51:46.596Z"
"116","Raspberry Pi Web Client","27.468450118484146","76.21786813290703","2020-06-27T11:51:47.593Z"
"117","Raspberry Pi Web Client","26.53250391676127","79.68818191771422","2020-06-27T11:51:48.588Z"
"118","Raspberry Pi Web Client","31.1861812829641","64.68116935645587","2020-06-27T11:51:49.592Z"
"119","Raspberry Pi Web Client","24.81932832182284","79.47009190698489","2020-06-27T11:51:50.597Z"
"120","Raspberry Pi Web Client","22.261984178538317","65.56716965733337","2020-06-27T11:51:51.595Z"
"121","Raspberry Pi Web Client","28.718869354804948","62.7812768101508","2020-06-27T11:51:52.590Z"
"122","Raspberry Pi Web Client","22.566712875996878","78.52000376485785","2020-06-27T11:51:53.583Z"
"123","Raspberry Pi Web Client","28.332520159217683","72.2822635393314","2020-06-27T11:51:54.596Z"
"124","Raspberry Pi Web Client","23.088544781703263","70.58538753241908","2020-06-27T11:51:55.595Z"
"125","Raspberry Pi Web Client","28.116684686989494","60.309732742331235","2020-06-27T11:51:56.591Z"
"126","Raspberry Pi Web Client","26.86369464397808","75.08384365548949","2020-06-27T11:51:57.590Z"
"127","Raspberry Pi Web Client","25.773190643831622","74.24736428993675","2020-06-27T11:51:58.597Z"
"128","Raspberry Pi Web Client","28.22368197898807","74.47021083694344","2020-06-27T11:51:59.584Z"
"129","Raspberry Pi Web Client","23.219698399672044","78.29048719725884","2020-06-27T11:52:00.593Z"
"130","Raspberry Pi Web Client","25.807312478654463","65.80276258979197","2020-06-27T11:52:01.586Z"
"131","Raspberry Pi Web Client","21.45104288843672","78.02424150914696","2020-06-27T11:52:02.596Z"
"132","Raspberry Pi Web Client","26.198675920100257","62.481733427847644","2020-06-27T11:52:03.592Z"
"133","Raspberry Pi Web Client","24.540301215515747","72.70583668807487","2020-06-27T11:52:04.593Z"
"134","Raspberry Pi Web Client","31.625880185640835","62.026223988169995","2020-06-27T11:52:05.587Z"
"135","Raspberry Pi Web Client","28.223747492304568","70.17175124132513","2020-06-27T11:52:06.583Z"
"136","Raspberry Pi Web Client","22.061411068294447","76.30873824376282","2020-06-27T11:52:07.591Z"
"137","Raspberry Pi Web Client","30.215378539108446","67.89306067242937","2020-06-27T11:52:08.589Z"
"138","Raspberry Pi Web Client","28.778290741719832","68.03452965879485","2020-06-27T11:52:09.597Z"
"139","Raspberry Pi Web Client","27.615832480975655","60.87104953912285","2020-06-27T11:52:10.594Z"
"140","Raspberry Pi Web Client","31.98232292919377","61.9877476117871","2020-06-27T11:52:11.593Z"
"141","Raspberry Pi Web Client","30.933894732930725","62.85323227792637","2020-06-27T11:52:12.587Z"
"142","Raspberry Pi Web Client","30.086976209924586","72.06528618336866","2020-06-27T11:52:13.583Z"
"143","Raspberry Pi Web Client","29.585394609614074","67.11798366656505","2020-06-27T11:52:14.585Z"
"144","Raspberry Pi Web Client","29.70496641614715","68.43904265522987","2020-06-27T11:52:15.585Z"
"145","Raspberry Pi Web Client","24.56399586278387","69.10177529995353","2020-06-27T11:52:16.589Z"
"146","Raspberry Pi Web Client","22.961396715338974","73.41985827632689","2020-06-27T11:52:17.596Z"
"147","Raspberry Pi Web Client","31.271664001752296","77.14068722448457","2020-06-27T11:52:18.590Z"
"148","Raspberry Pi Web Client","30.30171523462746","61.21084022417395","2020-06-27T11:52:19.593Z"
"149","Raspberry Pi Web Client","30.100192880496138","66.06809098152563","2020-06-27T11:52:20.595Z"
"150","Raspberry Pi Web Client","26.657777171251457","65.72343820292713","2020-06-27T11:52:21.591Z"
"151","Raspberry Pi Web Client","29.26894384102559","63.61168437090924","2020-06-27T11:52:22.590Z"
"152","Raspberry Pi Web Client","27.574523326798335","74.8023010003231","2020-06-27T11:52:23.586Z"
"153","Raspberry Pi Web Client","24.71802791747991","78.53358954076913","2020-06-27T11:52:24.588Z"
"154","Raspberry Pi Web Client","30.843463481032842","73.50367816149314","2020-06-27T11:52:25.596Z"
"155","Raspberry Pi Web Client","24.349755442310535","79.29738799815138","2020-06-27T11:52:26.592Z"
"156","Raspberry Pi Web Client","29.58446005303412","72.43647896449949","2020-06-27T11:52:27.589Z"
"157","Raspberry Pi Web Client","27.27127206472853","63.797972744004255","2020-06-27T11:52:28.583Z"
"158","Raspberry Pi Web Client","28.408230990214943","68.41957839164438","2020-06-27T11:52:29.592Z"
"159","Raspberry Pi Web Client","22.9378580658153","71.2922176065245","2020-06-27T11:52:30.589Z"
"160","Raspberry Pi Web Client","29.96916136472776","78.16482214152308","2020-06-27T11:52:31.584Z"
"161","Raspberry Pi Web Client","20.161305940479977","71.7779766787652","2020-06-27T11:52:32.590Z"
"162","Raspberry Pi Web Client","25.566581233492407","69.16658566404148","2020-06-27T11:52:33.583Z"
"163","Raspberry Pi Web Client","23.916228266867336","76.28996222062025","2020-06-27T11:52:34.596Z"
"164","Raspberry Pi Web Client","23.301033157492164","69.00689555463701","2020-06-27T11:52:35.591Z"
"165","Raspberry Pi Web Client","28.68615103510471","64.72016786095796","2020-06-27T11:52:36.589Z"
"166","Raspberry Pi Web Client","24.227577228448194","73.20976551101987","2020-06-27T11:52:37.585Z"
"167","Raspberry Pi Web Client","22.26923332080385","63.59368223907851","2020-06-27T11:52:38.596Z"
"168","Raspberry Pi Web Client","26.87414824967099","61.93585604037387","2020-06-27T11:52:39.592Z"
"169","Raspberry Pi Web Client","27.84168213410756","65.54931700614097","2020-06-27T11:52:40.592Z"
"170","Raspberry Pi Web Client","29.548672247041175","76.17267663775444","2020-06-27T11:52:41.591Z"
"171","Raspberry Pi Web Client","30.80725354652719","79.6433595103689","2020-06-27T11:52:42.588Z"
"172","Raspberry Pi Web Client","24.864622058206866","73.85281801945641","2020-06-27T11:52:43.598Z"
"173","Raspberry Pi Web Client","25.69521540893852","73.542183012732","2020-06-27T11:52:44.594Z"
"174","Raspberry Pi Web Client","24.235203077373523","70.24034178490095","2020-06-27T11:52:45.597Z"
"175","Raspberry Pi Web Client","26.166069636044675","66.36275951396057","2020-06-27T11:52:46.593Z"
"176","Raspberry Pi Web Client","23.56870633158084","69.47857769607727","2020-06-27T11:52:47.598Z"
"177","Raspberry Pi Web Client","25.63915201467795","69.70978972235086","2020-06-27T11:52:48.589Z"
"178","Raspberry Pi Web Client","21.398335115224242","76.64851115443236","2020-06-27T11:52:49.587Z"
"179","Raspberry Pi Web Client","29.00784657331585","79.19747835367366","2020-06-27T11:52:50.589Z"
"180","Raspberry Pi Web Client","30.39424219214078","68.34685191950167","2020-06-27T11:52:51.591Z"
"181","Raspberry Pi Web Client","29.266885225954404","75.99096281413514","2020-06-27T11:52:52.583Z"
"182","Raspberry Pi Web Client","31.6828719256358","71.92189272758758","2020-06-27T11:52:53.593Z"
"183","Raspberry Pi Web Client","25.761270679441548","60.42275792029096","2020-06-27T11:52:54.592Z"
"184","Raspberry Pi Web Client","25.01897048444298","73.61630680863306","2020-06-27T11:52:55.585Z"
"185","Raspberry Pi Web Client","26.308157455720803","66.92133033756136","2020-06-27T11:52:56.597Z"
"186","Raspberry Pi Web Client","24.466832024464225","64.52611333617045","2020-06-27T11:52:57.590Z"
"187","Raspberry Pi Web Client","22.139694669355244","73.53757240362552","2020-06-27T11:52:58.592Z"
"188","Raspberry Pi Web Client","22.67252664111808","71.33817370861411","2020-06-27T11:52:59.588Z"
"189","Raspberry Pi Web Client","28.02668861739515","66.28561919672929","2020-06-27T11:53:00.593Z"
"190","Raspberry Pi Web Client","20.927571431891053","63.39967748585701","2020-06-27T11:53:01.597Z"
"191","Raspberry Pi Web Client","28.045632231674958","71.49988215365133","2020-06-27T11:53:02.593Z"
"192","Raspberry Pi Web Client","21.557935027041847","64.90383663306497","2020-06-27T11:53:03.593Z"
"193","Raspberry Pi Web Client","30.7470196460531","60.339569580157615","2020-06-27T11:53:04.586Z"
"194","Raspberry Pi Web Client","20.158531015560424","64.95788348258071","2020-06-27T11:53:05.586Z"
"195","Raspberry Pi Web Client","23.905137457299038","76.04923489964729","2020-06-27T11:53:06.596Z"
"196","Raspberry Pi Web Client","30.604716417597338","75.86050766239362","2020-06-27T11:53:07.593Z"
"197","Raspberry Pi Web Client","29.244694066130027","65.24780516509531","2020-06-27T11:53:08.584Z"
"198","Raspberry Pi Web Client","26.472168439604328","64.9219461316827","2020-06-27T11:53:09.585Z"
"199","Raspberry Pi Web Client","28.776079049263856","76.66822674359561","2020-06-27T11:53:10.588Z"
"200","Raspberry Pi Web Client","26.042852007266436","65.00396054466934","2020-06-27T11:53:11.584Z"
"201","Raspberry Pi Web Client","21.081590981858092","60.84033414082437","2020-06-27T11:53:12.593Z"
"202","Raspberry Pi Web Client","21.002373753256173","62.74251017257399","2020-06-27T11:53:13.583Z"
"203","Raspberry Pi Web Client","26.424259921101818","62.94822730965505","2020-06-27T11:53:14.582Z"
"204","Raspberry Pi Web Client","20.44371994568173","61.73632035762955","2020-06-27T11:53:15.583Z"
"205","Raspberry Pi Web Client","23.43260766493958","74.65192318452794","2020-06-27T11:53:16.582Z"
"206","Raspberry Pi Web Client","31.335585511234363","64.4335296088794","2020-06-27T11:53:17.583Z"
"207","Raspberry Pi Web Client","28.923847422839835","79.80081015002285","2020-06-27T11:53:18.584Z"
"208","Raspberry Pi Web Client","25.681324770903473","77.74524629171559","2020-06-27T11:53:19.596Z"
"209","Raspberry Pi Web Client","26.960839455377208","72.10409179293995","2020-06-27T11:53:20.583Z"
"210","Raspberry Pi Web Client","29.65583249660291","60.51412515929498","2020-06-27T11:53:21.584Z"
"211","Raspberry Pi Web Client","22.952615177576668","72.35428812968188","2020-06-27T11:53:22.593Z"
"212","Raspberry Pi Web Client","20.82359768923385","74.70326335700574","2020-06-27T11:53:23.590Z"
"213","Raspberry Pi Web Client","26.953619924055953","76.23514852698051","2020-06-27T11:53:24.589Z"
"214","Raspberry Pi Web Client","27.019157763398084","62.61040392124712","2020-06-27T11:53:25.592Z"
"215","Raspberry Pi Web Client","20.215663209474393","68.56556846224228","2020-06-27T11:53:26.583Z"
"216","Raspberry Pi Web Client","23.254736415723286","79.1787509769302","2020-06-27T11:53:27.597Z"
"217","Raspberry Pi Web Client","27.882799113958757","73.86237321196586","2020-06-27T11:53:28.596Z"
"218","Raspberry Pi Web Client","31.5089071338259","74.94617039708749","2020-06-27T11:53:29.591Z"
"219","Raspberry Pi Web Client","27.954250759980816","74.85980580178254","2020-06-27T11:53:30.596Z"
"220","Raspberry Pi Web Client","21.920426635605853","72.01158674969517","2020-06-27T11:53:31.595Z"
"221","Raspberry Pi Web Client","20.46293406877236","65.22328978363174","2020-06-27T11:53:32.596Z"
"222","Raspberry Pi Web Client","24.06760331260543","77.96924451746837","2020-06-27T11:53:33.596Z"
"223","Raspberry Pi Web Client","20.65297513746271","71.85489122969308","2020-06-27T11:53:34.585Z"
"224","Raspberry Pi Web Client","29.188469967017777","66.78597404830793","2020-06-27T11:53:35.586Z"
"225","Raspberry Pi Web Client","21.68755351975959","65.1369988792974","2020-06-27T11:53:36.586Z"
"226","Raspberry Pi Web Client","25.290515423606443","62.529333129995806","2020-06-27T11:53:37.586Z"
"227","Raspberry Pi Web Client","28.122980250510096","73.63570999833343","2020-06-27T11:53:38.591Z"
"228","Raspberry Pi Web Client","21.672492320804608","78.79073024951265","2020-06-27T11:53:39.591Z"
"229","Raspberry Pi Web Client","25.438585139893377","77.09769661558613","2020-06-27T11:53:40.595Z"
"230","Raspberry Pi Web Client","30.046185998076513","67.74587330423559","2020-06-27T11:53:41.588Z"
"231","Raspberry Pi Web Client","28.06879475847769","73.14257757697548","2020-06-27T11:53:42.594Z"
"232","Raspberry Pi Web Client","26.91984555580998","78.4194753119406","2020-06-27T11:53:43.594Z"
"233","Raspberry Pi Web Client","25.757894274873284","75.2164816655684","2020-06-27T11:53:44.596Z"
"234","Raspberry Pi Web Client","29.659194526880263","60.25068192206061","2020-06-27T11:53:45.584Z"
"235","Raspberry Pi Web Client","31.524784367083843","74.05692875606435","2020-06-27T11:53:46.592Z"
"236","Raspberry Pi Web Client","31.900367660008406","73.59929546475543","2020-06-27T11:53:47.591Z"
"237","Raspberry Pi Web Client","28.12208357250843","61.86999401421544","2020-06-27T11:53:48.586Z"
"238","Raspberry Pi Web Client","21.33522387832367","62.50777978085672","2020-06-27T11:53:49.596Z"
"239","Raspberry Pi Web Client","30.17718649041379","60.53819692465849","2020-06-27T11:53:50.672Z"
"240","Raspberry Pi Web Client","23.346418855771866","64.12054873418215","2020-06-27T11:53:51.593Z"
"241","Raspberry Pi Web Client","23.080494067991594","63.57898346970357","2020-06-27T11:53:52.597Z"
"242","Raspberry Pi Web Client","26.34341271047213","63.73019904051341","2020-06-27T11:53:53.591Z"
"243","Raspberry Pi Web Client","23.765272476152717","79.66628767623685","2020-06-27T11:53:54.590Z"
"244","Raspberry Pi Web Client","31.871508558752712","73.12638919174896","2020-06-27T11:53:55.596Z"
"245","Raspberry Pi Web Client","25.24047625869369","70.08421485356503","2020-06-27T11:53:56.594Z"
"246","Raspberry Pi Web Client","24.26380716080244","60.51434213790188","2020-06-27T11:53:57.584Z"
"247","Raspberry Pi Web Client","21.44010661602158","74.35705851883212","2020-06-27T11:53:58.595Z"
"248","Raspberry Pi Web Client","26.608596019265846","79.28783225655074","2020-06-27T11:53:59.632Z"
"249","Raspberry Pi Web Client","22.260050471103845","69.32824440621438","2020-06-27T11:54:00.621Z"
"250","Raspberry Pi Web Client","27.734398545798378","72.26928382886703","2020-06-27T11:54:01.599Z"
"251","Raspberry Pi Web Client","22.26524959256526","79.93314116076127","2020-06-27T11:54:02.595Z"
"252","Raspberry Pi Web Client","20.708647808197995","63.14605815713601","2020-06-27T11:54:03.591Z"
"253","Raspberry Pi Web Client","24.030580948906287","79.8640265561633","2020-06-27T11:54:04.613Z"
"254","Raspberry Pi Web Client","22.861807405602693","71.33115098563798","2020-06-27T11:54:05.598Z"
"255","Raspberry Pi Web Client","26.95963579713969","63.29058572782558","2020-06-27T11:54:06.588Z"
"256","Raspberry Pi Web Client","20.48459429762231","69.22465007333565","2020-06-27T11:54:07.593Z"
"257","Raspberry Pi Web Client","29.805726631530746","78.01406482822958","2020-06-27T11:54:08.583Z"
"258","Raspberry Pi Web Client","29.152084782712674","73.46076187823112","2020-06-27T11:54:09.589Z"
"259","Raspberry Pi Web Client","24.942115289090534","77.20149409679608","2020-06-27T11:54:10.590Z"
"260","Raspberry Pi Web Client","20.401190261830944","78.70780798326889","2020-06-27T11:54:11.592Z"
"261","Raspberry Pi Web Client","23.911771811426384","62.385693199010916","2020-06-27T11:54:12.587Z"
"262","Raspberry Pi Web Client","30.465676359208764","60.35904425346655","2020-06-27T11:54:13.586Z"
"263","Raspberry Pi Web Client","27.328658566352818","72.15050271754912","2020-06-27T11:54:14.587Z"
"264","Raspberry Pi Web Client","21.779000437908387","65.0471679326025","2020-06-27T11:54:15.589Z"
"265","Raspberry Pi Web Client","27.349416558425098","68.27689560238609","2020-06-27T11:54:16.595Z"
"266","Raspberry Pi Web Client","29.552429356266558","66.88714070059947","2020-06-27T11:54:17.594Z"
"267","Raspberry Pi Web Client","27.36384714702814","68.08922646855032","2020-06-27T11:54:18.590Z"
"268","Raspberry Pi Web Client","26.173136255170075","72.50052873248698","2020-06-27T11:54:19.595Z"
"269","Raspberry Pi Web Client","26.19513155602326","60.33354398215675","2020-06-27T11:54:20.591Z"
"270","Raspberry Pi Web Client","20.421490390217695","66.90130352467355","2020-06-27T11:54:21.593Z"
"271","Raspberry Pi Web Client","30.487462936419952","62.259587512194564","2020-06-27T11:54:22.588Z"
"272","Raspberry Pi Web Client","20.052377723240326","77.13465311624905","2020-06-27T11:54:23.597Z"
"273","Raspberry Pi Web Client","21.497293920283862","70.08403787775842","2020-06-27T11:54:24.595Z"
"274","Raspberry Pi Web Client","28.336026304839173","66.2590442589033","2020-06-27T11:54:25.589Z"
"275","Raspberry Pi Web Client","24.23448347921253","74.99905958911441","2020-06-27T11:54:26.586Z"
"276","Raspberry Pi Web Client","24.67903692117399","72.45464505259926","2020-06-27T11:54:27.599Z"
"277","Raspberry Pi Web Client","28.73268174255896","72.35548495536149","2020-06-27T11:54:28.606Z"
"278","Raspberry Pi Web Client","24.317961784397802","77.28458627764414","2020-06-27T11:54:29.641Z"
